"CAPKO_1" "CAPKO_2" "CAPKO_3" "CAPKO_4" "CAPKO_5" "WT_1" "WT_2" "WT_3" "WT_4" "WT_5"
"PBANKA_0311300" 11 24 13 27 3 64 116 127 130 90
"PBANKA_0311400" 223 52 25 165 10 18 31 51 28 9
"PBANKA_0311500" 47 13 10 55 1 26 58 113 181 51
"PBANKA_0311600" 913 285 360 907 122 2028 2190 2125 2109 1133
"PBANKA_0311700" 256 98 57 176 14 307 397 413 318 277
"PBANKA_0311800" 3680 1475 1416 2614 443 10763 11280 13161 17255 9802
"PBANKA_0311900" 520 241 190 532 85 1058 1048 1094 1342 1313
"PBANKA_0312000" 228 69 43 150 19 14 53 42 51 25
"PBANKA_0312100" 400 150 154 506 26 949 944 1166 856 632
"PBANKA_0312200" 174 63 75 192 26 417 417 638 422 310
"PBANKA_0312300" 286 111 127 275 38 849 735 865 994 798
"PBANKA_0312400" 4784 1603 1317 3356 797 9147 8816 6952 5360 4423
"PBANKA_0312500" 206 104 58 194 31 238 298 533 582 587
"PBANKA_0312600" 15 17 10 31 4 44 66 107 118 123
"PBANKA_0312700" 1602 484 242 898 132 225 297 276 255 330
"PBANKA_0312800" 176 49 39 171 14 399 498 402 302 254
"PBANKA_0312900" 21 22 16 43 5 147 142 163 139 71
"PBANKA_0313000" 28 10 18 39 4 100 120 99 92 37
"PBANKA_0313100" 335 139 159 329 56 991 863 953 876 598
"PBANKA_0313200" 64 18 15 63 4 174 164 141 63 52
"PBANKA_0313300" 800 323 330 734 132 1786 1620 1801 2015 1979
"PBANKA_0313400" 67 18 20 71 5 268 235 380 168 133
"PBANKA_0313500" 7 6 5 5 0 13 29 70 95 81
"PBANKA_0313600" 3 5 7 16 4 2 11 27 4 9
"PBANKA_0313700" 50 18 14 44 3 12 14 43 30 31
"PBANKA_0313800" 2801 956 860 2005 361 5782 5872 7618 5382 7415
"PBANKA_0313900" 90 18 21 84 10 122 178 147 61 62
"PBANKA_0314000" 33 14 10 19 12 88 54 65 93 61
"PBANKA_0314100" 433 186 209 452 44 1174 1189 1650 1466 1294
"PBANKA_0314200" 628 233 269 579 93 1232 1429 2151 1756 2498
"PBANKA_0314300" 122 69 82 136 24 365 344 519 337 282
"PBANKA_0314400" 395 151 147 315 55 838 788 1081 1155 894
"PBANKA_0314500" 4045 1956 2064 3963 604 7849 8661 9595 12015 10228
"PBANKA_0314600" 268 120 153 379 14 692 1001 1144 803 600
"PBANKA_0314700" 391 145 157 351 42 828 878 1252 993 1584
"PBANKA_0314800" 96 36 31 77 10 170 190 280 209 346
"PBANKA_0314900" 387 159 167 449 51 1046 1073 869 437 148
"PBANKA_0315000" 371 172 188 366 70 1493 1514 1827 1808 1710
"PBANKA_0315100" 349 148 157 356 31 815 995 1057 1204 703
"PBANKA_0315200" 193 73 87 293 25 591 722 880 627 454
"PBANKA_0315300" 126 47 49 178 19 471 587 380 164 106
"PBANKA_0315400" 304 88 93 350 13 878 969 1041 762 439
"PBANKA_0315600" 1236 557 623 1591 232 3017 2883 3396 3713 2745
"PBANKA_0315700" 15 10 2 15 1 52 85 147 99 64
"PBANKA_0315800" 432 126 137 336 49 679 692 1091 1172 1297
"PBANKA_0315900" 493 204 227 543 93 1675 1365 1473 1495 1273
"PBANKA_0316000" 660 168 187 544 62 1746 1944 2256 1460 1352
"PBANKA_0316100" 152 59 111 340 8 676 922 1157 837 385
"PBANKA_0316200" 19657 6941 5098 12301 4535 28912 33738 15406 9137 5681
"PBANKA_0316300" 418 177 200 447 33 982 1158 2152 2610 1476
"PBANKA_0316600" 84 12 20 58 9 296 345 309 125 68
"PBANKA_0316700" 412 171 176 431 68 1147 919 1003 1325 914
"PBANKA_0316800" 7590 2880 2715 6573 1250 12210 10603 8282 8949 5369
"PBANKA_0316841" 509 219 218 434 97 546 616 836 1082 719
"PBANKA_0316861" 75 113 66 147 15 39 36 49 72 47
"PBANKA_0316900" 20 2 3 6 2 4 16 6 9 10
"PBANKA_0316941" 1 1 6 6 0 1 1 2 0 0
"PBANKA_0316981" 0 0 2 2 0 30 44 11 23 12
"PBANKA_0317001" 108 20 28 36 16 4 2 3 0 10
"PBANKA_0317021" 104 9 43 13 6 49 88 45 206 46
"PBANKA_0317041" 141 5 59 89 10 20 20 42 21 46
"PBANKA_0317061" 541 246 231 457 91 812 1219 1353 1969 1460
"PBANKA_0317081" 101 40 43 97 10 338 305 378 259 341
"PBANKA_0317101" 32 6 26 0 0 6 11 3 9 44
"PBANKA_0317141" 507 204 251 518 85 99 297 276 379 246
"PBANKA_0317161" 116 63 57 115 13 22 59 84 101 69
"PBANKA_0317181" 30 3 2 30 1 83 72 5 20 17
"PBANKA_0400100" 4 31 16 10 9 10 35 107 176 61
"PBANKA_0400500" 1187 339 289 630 272 85 84 494 245 424
"PBANKA_0400600" 56 24 56 7 7 921 16 19 26 7
"PBANKA_0400900" 120 57 83 143 12 487 457 574 410 254
"PBANKA_0401000" 1516 559 529 1083 201 4044 4211 4349 3863 3317
"PBANKA_0401100" 2320 684 515 1596 201 3999 4286 2892 1646 1036
"PBANKA_0401200" 174 55 47 178 11 528 580 640 376 294
"PBANKA_0401300" 290 137 150 297 34 800 955 1009 1024 1213
"PBANKA_0401400" 574 191 213 483 89 1682 1692 1887 1978 1592
"PBANKA_0401500" 1916 717 623 1717 327 4063 4318 4385 3122 3327
"PBANKA_0401600" 1332 346 442 1348 156 3848 3724 3599 2450 1325
"PBANKA_0401700" 144 74 66 199 12 459 606 511 372 179
"PBANKA_0401800" 1571 437 344 1117 180 4021 4480 4882 2761 2397
"PBANKA_0401900" 510 212 275 692 54 1281 1566 1706 2031 1214
"PBANKA_0402000" 159 107 87 226 31 590 616 854 584 609
"PBANKA_0402100" 277 55 61 187 29 624 708 612 360 405
"PBANKA_0402200" 33 25 19 45 0 62 45 71 62 97
"PBANKA_0402300" 151 47 71 140 27 222 240 408 421 529
"PBANKA_0402400" 16 2 9 46 4 37 67 105 106 86
"PBANKA_0402500" 457 220 151 411 58 35 82 102 111 132
"PBANKA_0402600" 7 2 3 3 0 5 1 22 16 9
"PBANKA_0402700" 6624 2044 1277 4106 701 115 544 619 630 626
"PBANKA_0402800" 965 419 452 855 148 1855 1835 2351 2991 2191
"PBANKA_0402900" 229 104 104 239 15 659 645 838 483 444
"PBANKA_0403000" 3039 1356 1635 2854 520 6596 5321 6352 8583 6081
"PBANKA_0403100" 194 73 102 158 27 379 398 583 643 826
"PBANKA_0403200" 51 14 11 25 11 135 76 147 139 235
"PBANKA_0403300" 58 21 14 58 2 50 45 58 36 28
"PBANKA_0403400" 149 71 82 215 18 363 253 312 381 285
"PBANKA_0403500" 190 62 58 189 26 430 434 543 524 535
"PBANKA_0403600" 903 252 155 567 79 1628 2012 1385 708 536
"PBANKA_0403700" 323 86 87 301 36 509 542 490 323 183
"PBANKA_0403800" 1840 799 870 2009 239 3944 3938 4321 3970 2608
"PBANKA_0403900" 326 117 166 492 30 841 889 1177 1056 822
"PBANKA_0404000" 513 163 163 443 31 1450 1671 1508 821 494
"PBANKA_0404100" 315 111 106 245 24 678 1022 1544 1272 1427
"PBANKA_0404200" 2759 1253 1113 2062 720 5534 4873 5539 7441 11027
"PBANKA_0404300" 159 82 27 219 24 264 301 237 145 39
"PBANKA_0404400" 685 323 230 618 200 1382 1237 1541 1943 3550
"PBANKA_0404500" 389 189 184 444 37 1148 1197 1392 1585 1205
"PBANKA_0404600" 994 415 502 1151 159 1892 1665 1755 1922 1575
"PBANKA_0404700" 1911 868 816 1584 328 3523 3057 3989 4371 6121
"PBANKA_0404800" 2540 1052 904 2115 545 4914 5106 6800 6314 8455
"PBANKA_0404900" 602 292 283 666 96 2148 1853 2477 2197 2902
"PBANKA_0405000" 70 40 55 187 2 285 432 620 382 286
"PBANKA_0405100" 450 213 246 427 90 915 968 1355 1462 1756
"PBANKA_0405200" 8216 3250 3269 6722 1564 15606 14004 14421 14400 14894
"PBANKA_0405300" 8939 4517 3642 6025 2240 15408 13344 14533 23499 27407
"PBANKA_0405400" 7443 3756 2924 5055 1733 12571 11198 13184 20317 24264
"PBANKA_0405500" 9917 4522 4616 9624 1510 18643 17197 20092 24035 17560
"PBANKA_0405600" 61 28 34 76 12 32 57 46 51 62
"PBANKA_0405700" 35 13 12 84 0 127 103 233 151 68
"PBANKA_0405800" 210 84 68 191 30 363 358 632 659 856
"PBANKA_0405900" 39 15 11 58 4 107 110 139 100 78
"PBANKA_0406000" 1289 325 276 856 184 1988 2224 2163 1410 1588
"PBANKA_0406100" 171 70 83 259 27 497 521 732 476 415
"PBANKA_0406200" 76 25 16 31 9 21 19 30 17 8
"PBANKA_0406300" 291 104 133 299 25 738 957 1238 830 1052
"PBANKA_0406400" 27 13 5 17 4 40 51 91 31 27
"PBANKA_0406500" 3705 1534 1619 3494 598 7742 7306 7245 6588 6047
"PBANKA_0406600" 38 16 24 36 6 154 140 248 199 277
"PBANKA_0406700" 296 205 258 486 37 1002 1077 1280 1265 1140
"PBANKA_0406800" 1351 551 503 1016 182 3195 2984 3408 3966 4434
"PBANKA_0406900" 19 3 5 5 1 43 24 42 70 65
"PBANKA_0407000" 249 113 165 366 26 894 976 1333 1055 1242
"PBANKA_0407100" 1805 604 518 1426 264 4269 4506 4231 3143 2743
"PBANKA_0407200" 200 74 85 168 30 399 361 372 347 279
"PBANKA_0407300" 93 72 53 121 32 42 27 37 35 43
"PBANKA_0407400" 125 57 30 112 11 175 267 249 119 82
"PBANKA_0407500" 430 156 156 414 49 536 510 385 571 286
"PBANKA_0407600" 6167 2629 2124 4717 1080 9100 8213 8826 8865 9069
"PBANKA_0407700" 4550 2135 2131 4562 758 8064 8349 8685 10499 9133
"PBANKA_0407800" 139 61 86 178 21 411 401 485 376 252
"PBANKA_0407900" 222 119 119 228 41 842 787 934 953 961
"PBANKA_0408000" 160 40 56 159 18 353 390 468 236 249
"PBANKA_0408100" 112 65 55 180 17 429 396 602 399 542
"PBANKA_0408200" 112 45 29 127 8 69 59 64 105 58
"PBANKA_0408300" 883 196 188 676 65 1142 1274 628 396 186
"PBANKA_0408400" 878 304 279 793 97 1958 2007 1914 1470 1054
"PBANKA_0408500" 48 16 16 37 4 188 230 242 173 156
"PBANKA_0408600" 359 162 165 422 47 1024 1007 1156 1154 818
"PBANKA_0408700" 182 67 140 225 19 612 663 802 554 377
"PBANKA_0408800" 374 139 186 493 19 1023 1145 1434 1213 810
"PBANKA_0408900" 171 62 70 188 12 996 1101 1428 757 487
"PBANKA_0409000" 223 57 74 223 24 765 875 815 455 329
"PBANKA_0409100" 1148 336 288 819 132 2835 2508 2236 1918 1558
"PBANKA_0409200" 184 43 60 247 14 599 635 790 475 329
"PBANKA_0409300" 1900 516 542 1316 269 4145 4050 3751 2792 2180
"PBANKA_0409400" 1884 452 280 957 138 1321 2032 701 350 228
"PBANKA_0409500" 126 78 69 247 6 595 449 745 436 322
"PBANKA_0409600" 164 66 102 188 20 308 333 482 284 374
"PBANKA_0409700" 904 403 211 539 95 51 66 94 147 147
"PBANKA_0409800" 1072 339 375 969 131 2798 2850 4041 2559 3062
"PBANKA_0409900" 69 29 28 66 4 97 126 166 102 119
"PBANKA_0410000" 596 239 268 405 90 1201 1180 1628 1669 2471
"PBANKA_0410100" 94 29 33 101 11 370 331 407 361 209
"PBANKA_0410200" 4 3 0 27 0 12 27 21 15 4
"PBANKA_0410300" 444 199 275 796 33 1273 1321 1664 1268 1083
"PBANKA_0410400" 254 136 86 227 75 269 286 634 641 890
"PBANKA_0410500" 1352 546 531 1346 169 3992 3970 3966 3856 2588
"PBANKA_0410600" 3042 1462 1701 4087 464 6772 7112 8114 8265 5706
"PBANKA_0410650" 58 24 15 37 3 254 226 269 222 81
"PBANKA_0410700" 185 70 97 238 38 411 384 473 394 506
"PBANKA_0410800" 347 99 135 449 34 1009 1230 1293 807 592
"PBANKA_0410900" 47 16 21 52 2 174 223 227 166 126
"PBANKA_0411000" 47 26 17 39 3 192 183 263 182 151
"PBANKA_0411100" 255 96 106 268 26 651 695 752 685 620
"PBANKA_0411200" 90 21 34 132 20 307 350 406 295 205
"PBANKA_0411300" 302 122 72 236 63 342 356 307 210 215
"PBANKA_0411400" 754 307 349 748 142 1561 1404 1907 1721 2112
"PBANKA_0411500" 301 93 98 304 37 700 673 744 624 618
"PBANKA_0411600" 52 25 22 83 3 188 206 289 118 110
"PBANKA_0411700" 908 350 412 994 120 2399 2064 2545 2306 2550
"PBANKA_0411800" 215 82 99 229 35 892 753 1163 917 869
"PBANKA_0411900" 10 2 5 17 0 22 38 53 39 39
"PBANKA_0411950" 87 29 30 109 11 207 273 278 159 144
"PBANKA_0412000" 25 4 7 13 4 58 72 71 57 62
"PBANKA_0412100" 758 314 310 681 154 1401 1150 1286 1868 1336
"PBANKA_0412200" 209 88 133 281 24 447 461 553 640 297
"PBANKA_0412300" 162 102 89 179 22 391 422 625 626 337
"PBANKA_0412400" 26 12 9 22 3 37 52 41 53 30
"PBANKA_0412500" 8 10 5 21 4 26 26 40 29 18
"PBANKA_0412600" 8 6 4 11 1 19 19 39 37 46
"PBANKA_0412700" 19 8 23 41 2 63 83 127 79 98
"PBANKA_0412800" 1635 833 750 1562 324 3431 2912 3238 4326 4604
"PBANKA_0412900" 276 106 53 169 18 170 100 81 69 48
"PBANKA_0413000" 87 23 21 47 5 114 105 134 148 94
"PBANKA_0413200" 295 168 177 360 34 1026 980 1316 1245 1217
"PBANKA_0413300" 172 66 60 212 17 542 461 573 348 395
"PBANKA_0413400" 284 153 155 343 71 104 103 119 109 140
"PBANKA_0413500" 356 152 134 426 30 434 393 562 383 365
"PBANKA_0413600" 267 91 170 379 29 741 829 990 803 523
"PBANKA_0413700" 153 41 29 85 30 220 176 168 275 194
"PBANKA_0413800" 110 56 38 110 27 159 104 117 126 153
"PBANKA_0413900" 174 67 84 216 8 357 374 475 379 280
"PBANKA_0414000" 164 62 31 131 20 556 528 572 235 200
"PBANKA_0414100" 1557 722 596 1392 313 3817 3360 4159 4390 5667
"PBANKA_0414200" 283 78 85 268 22 554 572 520 321 269
"PBANKA_0414300" 61 23 16 67 2 123 131 263 234 177
"PBANKA_0414400" 2720 1143 1123 2190 454 6266 5962 7374 8491 8782
"PBANKA_0414500" 496 238 225 483 101 1690 1425 1790 1809 2273
"PBANKA_0414600" 4854 2168 2361 4842 712 9885 10525 11458 14165 10818
"PBANKA_0414700" 363 105 115 527 30 1016 1261 1151 927 336
"PBANKA_0414800" 793 367 353 674 167 1136 1142 1135 1506 1555
"PBANKA_0414900" 57 18 10 62 3 90 90 143 88 66
"PBANKA_0415000" 408 148 136 336 62 899 936 1444 1125 1251
"PBANKA_0415100" 29 17 11 53 1 93 139 220 144 116
"PBANKA_0415200" 329 174 123 364 84 962 861 1318 1383 2024
"PBANKA_0415300" 136 28 43 117 7 387 428 407 223 109
"PBANKA_0415500" 945 249 305 927 99 2129 2184 2208 1343 1221
"PBANKA_0415600" 256 67 76 266 16 970 988 976 574 304
"PBANKA_0415700" 1292 525 440 1044 242 2444 1913 2507 3092 4194
"PBANKA_0415800" 20 9 13 16 1 6 8 19 6 23
"PBANKA_0415900" 19 12 5 13 3 99 100 224 208 248
"PBANKA_0416000" 8375 2229 2382 5778 1185 21263 21017 25378 21515 29704
"PBANKA_0416100" 383 128 116 312 32 347 366 336 293 293
"PBANKA_0416200" 556 171 129 475 65 1370 1374 1490 840 599
"PBANKA_0416300" 1640 497 417 1083 199 3740 3805 2934 1849 1423
"PBANKA_0416400" 70 41 23 135 3 249 275 421 258 236
"PBANKA_0416500" 1682 413 343 1198 149 3972 4816 4565 1648 1464
"PBANKA_0416600" 691 236 306 706 99 1185 1410 1813 1496 1758
"PBANKA_0416700" 218 77 65 209 58 836 805 1624 1320 1683
"PBANKA_0416800" 1604 464 343 1062 214 3803 4090 3382 1862 1521
"PBANKA_0416900" 203 75 103 176 41 506 558 713 711 712
"PBANKA_0417000" 111 45 79 188 2 439 401 492 330 137
"PBANKA_0417100" 24 10 3 30 4 89 41 51 53 16
"PBANKA_0417200" 1298 531 413 1274 102 38 168 177 174 113
"PBANKA_0417300" 1898 577 571 1644 214 5131 5568 5181 3216 2390
"PBANKA_0417400" 970 374 382 887 135 1712 1704 2159 2485 2553
"PBANKA_0417500" 2521 1144 1229 2912 386 5736 5498 5971 6586 4572
"PBANKA_0417600" 1015 334 134 748 74 45 116 88 56 67
"PBANKA_0417700" 1903 965 669 1387 506 3123 3398 4787 5291 12485
"PBANKA_0417800" 117 47 25 82 17 124 196 339 170 152
"PBANKA_0417900" 799 281 211 635 89 2281 2532 2470 1245 915
"PBANKA_0418000" 1812 524 503 1498 175 4266 5746 3454 1555 683
"PBANKA_0418100" 354 68 56 202 28 1003 1297 1104 585 730
"PBANKA_0418200" 2176 862 816 1739 421 5562 4990 6464 7511 12533
"PBANKA_0418300" 851 358 429 856 95 1875 1735 2173 2638 2130
"PBANKA_0418400" 45 21 14 44 4 88 70 113 88 85
"PBANKA_0418500" 1024 373 349 650 225 750 912 1533 1843 1430
"PBANKA_0500700" 184 50 133 567 2 651 736 1650 419 181
"PBANKA_0500781" 3 2 0 0 0 3 1 6 3 2
"PBANKA_0500971" 15 9 27 17 5 72 94 81 146 79
"PBANKA_0501000" 0 0 1 1 0 5 5 3 1 4
"PBANKA_0501100" 2756 967 1094 2098 389 6913 5512 6957 7874 9434
"PBANKA_0501200" 31 1 8 16 3 156 157 312 197 267
"PBANKA_0501300" 1568 447 517 1170 230 2410 2395 2972 2336 3971
"PBANKA_0501400" 7 4 2 8 0 77 54 214 342 172
"PBANKA_0501500" 204 76 66 212 28 556 521 666 476 628
"PBANKA_0501600" 26 12 6 30 3 12 37 69 69 21
"PBANKA_0501700" 223 99 51 196 37 199 244 416 458 900
"PBANKA_0501800" 52 43 17 30 18 45 88 274 391 372
"PBANKA_0501900" 127 31 44 165 18 510 544 528 223 133
"PBANKA_0502000" 252 64 57 211 13 15 33 38 64 15
"PBANKA_0502100" 269 93 98 275 19 364 391 334 253 183
"PBANKA_0502200" 1709 587 647 1589 265 3279 3250 4121 3128 3893
"PBANKA_0502300" 363 105 85 347 39 1144 1125 1183 636 431
"PBANKA_0502400" 32 11 15 51 6 111 169 156 55 48
"PBANKA_0502500" 830 198 112 410 41 510 576 796 480 385
"PBANKA_0502600" 649 260 245 684 97 1998 2010 2769 1974 1697
"PBANKA_0502650" 790 258 186 505 75 69 129 109 138 119
"PBANKA_0502700" 797 298 269 601 153 1261 1238 1312 1701 1816
"PBANKA_0502800" 158 53 45 236 4 472 673 614 223 47
"PBANKA_0502900" 172 53 86 177 17 436 446 525 473 227
"PBANKA_0503000" 95 36 45 84 7 188 208 253 165 121
"PBANKA_0503100" 60 15 24 58 4 202 218 210 168 62
"PBANKA_0503200" 1354 422 276 1058 131 3685 3882 3015 1323 787
"PBANKA_0503300" 947 247 161 601 57 315 399 364 212 103
"PBANKA_0503400" 15 9 7 13 8 28 22 21 30 26
"PBANKA_0503500" 735 277 163 592 63 100 219 237 114 55
"PBANKA_0503600" 4847 2612 1871 3478 1344 7618 7196 7591 11459 12912
"PBANKA_0503700" 822 262 295 718 107 1795 1742 2227 1302 1915
"PBANKA_0503800" 205 51 45 133 10 83 71 78 50 49
"PBANKA_0503900" 42 17 14 65 2 132 120 177 130 75
"PBANKA_0504000" 187 64 59 253 19 515 609 552 331 154
"PBANKA_0504100" 41 31 13 53 8 16 38 50 64 30
"PBANKA_0504200" 592 238 285 608 71 1001 994 1115 1245 617
"PBANKA_0504300" 142 72 52 147 14 7 14 8 16 17
"PBANKA_0504400" 1398 476 257 1124 125 23 155 93 55 71
"PBANKA_0504500" 428 156 126 323 78 657 572 551 665 699
"PBANKA_0504600" 263 110 108 297 39 556 501 624 434 365
"PBANKA_0504700" 314 67 52 183 15 699 746 723 260 260
"PBANKA_0504800" 249 82 75 251 13 641 764 694 312 196
"PBANKA_0504900" 275 86 105 361 23 741 821 930 502 233
"PBANKA_0505000" 26 14 11 29 4 7 10 26 9 41
"PBANKA_0505100" 3912 1946 1377 2531 1015 8824 7208 7960 11359 16769
"PBANKA_0505200" 451 173 204 508 58 988 1135 1586 1417 1713
"PBANKA_0505300" 101 17 30 107 10 329 368 337 262 195
"PBANKA_0505400" 209 76 83 253 8 490 560 692 448 393
"PBANKA_0505500" 119 43 37 114 11 292 262 377 328 302
"PBANKA_0505600" 495 186 215 589 98 1494 1396 1857 1628 1532
"PBANKA_0505700" 203 87 105 268 35 702 684 890 684 449
"PBANKA_0505800" 377 196 181 511 48 786 710 841 928 656
"PBANKA_0505900" 415 124 81 285 25 915 934 666 380 191
"PBANKA_0506000" 494 144 99 313 45 851 1213 1381 611 523
"PBANKA_0506100" 1358 415 215 856 120 4110 4696 3608 1162 948
"PBANKA_0506200" 550 181 174 497 69 731 1000 919 640 260
"PBANKA_0506300" 120 45 48 145 18 203 193 261 241 135
"PBANKA_0506400" 170 76 80 202 19 593 603 623 519 471
"PBANKA_0506500" 661 302 285 632 132 1538 1315 1774 2080 2694
"PBANKA_0506600" 2872 984 943 2405 486 5529 5511 5881 4292 5170
"PBANKA_0506700" 1091 429 345 1003 169 1177 1046 1291 934 1511
"PBANKA_0506800" 497 175 162 637 40 855 1000 730 402 206
"PBANKA_0506900" 410 257 174 363 103 95 95 181 269 200
"PBANKA_0507000" 433 136 132 313 54 1016 1162 1172 593 589
"PBANKA_0507100" 779 365 272 580 208 1554 1258 1740 2091 4142
"PBANKA_0507200" 59 19 32 55 3 265 282 397 391 300
"PBANKA_0507300" 586 149 104 387 58 406 445 261 129 110
"PBANKA_0507400" 530 227 264 547 83 1042 1110 1400 1161 1184
"PBANKA_0507500" 190 86 111 254 35 609 467 557 644 715
"PBANKA_0507600" 196 61 99 226 24 593 492 715 646 802
"PBANKA_0507700" 15 5 14 42 0 36 47 99 37 39
"PBANKA_0507800" 123 41 54 113 16 219 206 287 291 321
"PBANKA_0507900" 48 41 7 63 5 0 16 10 8 10
"PBANKA_0508000" 2 0 0 0 0 4 0 2 2 1
"PBANKA_0508100" 8435 2141 1566 5688 798 11017 13770 6631 3913 2006
"PBANKA_0508200" 32 18 21 60 4 129 132 231 163 93
"PBANKA_0508300" 55 11 15 28 0 89 118 75 30 14
"PBANKA_0508400" 206 80 122 215 30 580 505 842 644 855
"PBANKA_0508500" 272 93 148 304 28 642 526 771 708 968
"PBANKA_0508600" 82 13 24 83 10 78 129 134 98 88
"PBANKA_0508700" 45 22 33 70 5 138 120 189 124 130
"PBANKA_0508800" 103 44 64 110 4 314 336 440 377 306
"PBANKA_0508900" 180 36 92 216 24 282 391 548 411 333
"PBANKA_0509000" 3818 1269 1358 3435 441 9075 9668 9368 9358 5676
"PBANKA_0509100" 366 147 127 348 39 642 742 668 459 297
"PBANKA_0509200" 1485 448 412 1127 166 3111 3296 3143 2700 1796
"PBANKA_0509300" 1215 395 308 897 222 1750 1538 1832 1801 2592
"PBANKA_0509400" 102 49 23 131 8 337 235 333 202 249
"PBANKA_0509500" 577 153 216 609 48 1083 1179 1259 751 664
"PBANKA_0509600" 12 5 2 6 1 29 43 67 72 53
"PBANKA_0509700" 117 49 25 94 15 136 113 128 142 122
"PBANKA_0509800" 188 97 82 169 16 418 438 491 409 491
"PBANKA_0509900" 158 59 75 229 8 475 468 575 347 263
"PBANKA_0510000" 86 46 43 110 10 258 230 445 385 473
"PBANKA_0510100" 142 56 39 146 13 315 286 306 170 73
"PBANKA_0510200" 775 349 398 926 70 2330 2262 2553 1984 1241
"PBANKA_0510300" 47 26 21 101 0 59 53 99 72 41
"PBANKA_0510400" 359 171 111 324 96 522 513 537 476 412
"PBANKA_0510500" 23 14 14 35 1 39 45 41 31 17
"PBANKA_0510600" 45 22 13 58 5 7 18 16 14 20
"PBANKA_0510700" 14 7 14 23 5 14 19 42 31 29
"PBANKA_0510800" 125 30 25 105 12 158 173 219 128 59
"PBANKA_0510900" 14526 7045 5898 11103 3505 22184 21480 22920 28357 27922
"PBANKA_0511000" 27 15 11 26 4 53 49 53 37 24
"PBANKA_0511100" 28 10 10 43 0 37 78 102 51 40
"PBANKA_0511200" 1665 529 452 1347 160 2887 2947 2692 1825 1004
"PBANKA_0511300" 315 165 148 356 54 668 666 731 779 470
"PBANKA_0511400" 615 225 264 653 108 1130 1069 1707 2333 1367
"PBANKA_0511500" 859 401 371 714 192 1466 1257 1531 2269 2724
"PBANKA_0511600" 81 35 56 153 11 347 336 590 443 408
"PBANKA_0511700" 397 232 140 404 47 196 200 298 291 231
"PBANKA_0511800" 311 140 120 292 33 627 646 984 907 1161
"PBANKA_0511900" 12977 6057 5912 11668 2422 19560 19914 19858 24261 19070
"PBANKA_0512000" 899 261 185 464 79 64 132 131 183 116
"PBANKA_0512100" 459 173 239 509 50 994 924 1036 1283 888
"PBANKA_0512200" 128 42 46 127 9 169 230 322 272 140
"PBANKA_0512300" 161 57 56 98 32 311 252 614 469 794
"PBANKA_0512400" 239 99 109 314 23 714 675 894 659 230
"PBANKA_0512500" 416 145 208 477 38 834 971 1226 1161 450
"PBANKA_0512600" 201 60 33 177 7 463 521 567 471 287
"PBANKA_0512700" 224 111 85 189 27 519 491 1012 883 1242
"PBANKA_0512800" 1509 816 543 1140 383 2560 2273 3494 4532 5843
"PBANKA_0512900" 638 267 242 478 101 1333 1330 1919 2117 3445
"PBANKA_0513000" 42 32 8 45 8 18 17 59 83 33
"PBANKA_0513100" 143 40 36 118 9 189 159 150 159 138
"PBANKA_0513200" 81 28 45 150 7 301 247 332 296 88
"PBANKA_0513300" 128 35 47 119 7 380 381 436 263 163
"PBANKA_0513400" 103 60 65 151 8 329 444 537 475 314
"PBANKA_0513500" 0 1 0 3 0 9 14 18 8 2
"PBANKA_0513600" 6200 2181 2343 5144 771 24704 21065 22288 27535 21640
"PBANKA_0513700" 14 3 0 3 0 6 1 14 6 8
"PBANKA_0513800" 615 275 226 502 120 1165 1011 1381 1322 1841
"PBANKA_0513900" 326 100 86 227 24 425 521 446 376 156
"PBANKA_0514000" 473 213 183 315 96 667 708 693 1006 1244
"PBANKA_0514100" 2236 672 809 1900 299 5920 6348 6824 5537 4223
"PBANKA_0514200" 66 38 24 69 14 91 125 237 337 353
"PBANKA_0514300" 392 93 74 254 24 319 396 252 231 181
"PBANKA_0514400" 50 22 15 39 6 123 134 237 222 138
"PBANKA_0514500" 528 282 255 717 71 1521 1570 1771 1334 1327
"PBANKA_0514600" 324 130 134 315 41 992 910 954 748 409
"PBANKA_0514700" 132 49 74 168 15 515 462 552 496 360
"PBANKA_0514800" 106 62 41 152 12 436 405 417 305 242
"PBANKA_0514900" 33069 12319 6948 19062 3635 540 3036 2951 3486 4539
"PBANKA_0515000" 29018 12743 6164 16639 4243 556 2411 2327 3097 4155
"PBANKA_0515100" 117 39 32 83 11 160 149 230 221 253
"PBANKA_0515200" 124 51 46 94 21 260 226 255 249 239
"PBANKA_0515300" 242 101 63 192 30 525 584 771 402 372
"PBANKA_0515350" 24 3 6 20 3 11 15 7 13 11
"PBANKA_0515400" 461 143 102 372 57 1408 1390 1418 1091 682
"PBANKA_0515500" 228 104 93 217 39 522 423 523 639 607
"PBANKA_0515600" 19 5 8 18 6 75 86 154 125 140
"PBANKA_0515700" 53 6 29 53 9 163 116 179 176 153
"PBANKA_0515800" 210 75 104 230 21 775 946 1103 769 372
"PBANKA_0515900" 827 231 210 717 71 2043 2268 2173 1324 912
"PBANKA_0516000" 200 73 56 137 7 22 31 40 54 47
"PBANKA_0516100" 54 23 21 82 4 170 117 180 75 41
"PBANKA_0516200" 1243 445 380 851 226 2891 2704 3979 3795 6762
"PBANKA_0516300" 1006 417 366 874 153 3334 2747 3277 3744 3867
"PBANKA_0516400" 58 30 31 63 7 257 314 275 237 165
